,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1668,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Kanto,43.6521668804813,-79.40484262234281,Filipino Restaurant
1669,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Petit Nuage,43.65171670538228,-79.40399906956775,Dessert Shop
1670,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Buddha's Vegetarian,43.651903559225254,-79.40331176640306,Vegetarian / Vegan Restaurant
1671,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Blue Banana Market,43.655668956836216,-79.40255063337135,Furniture / Home Store
1672,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Café Pamenar,43.656677765861005,-79.402821713777,Café
1673,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Big Fat Burrito,43.65607191076809,-79.40258445136877,Burrito Place
1674,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Market 707,43.652127706759,-79.40484420479436,Food Court
1675,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Ronnie's Local 069,43.65510395092382,-79.40267546214012,Bar
1676,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Pancho y Emiliano,43.65447207921505,-79.401968986357,Mexican Restaurant
1677,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Trinity Common,43.6565895160461,-79.4027605130573,Bar
1678,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,A & C World,43.657408803029156,-79.39984655786654,Gaming Cafe
1679,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Kensington Brewing Company,43.65654075339515,-79.40268640008452,Brewery
1680,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Wanda's Pie in the Sky,43.65616282473498,-79.40263037274666,Bakery
1681,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Greens Vegetarian Restaurant,43.65203370402622,-79.40238187213346,Vegetarian / Vegan Restaurant
1682,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Tuina.ca,43.65364690783921,-79.39466634879739,Massage Studio
1683,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Dim Sum King Seafood Restaurant,43.653503,-79.39540500000001,Dim Sum Restaurant
1684,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Krispy Kreme Doughnuts,43.655833579174406,-79.3994168504878,Donut Shop
1685,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Independent City Market,43.657337,-79.401512,Supermarket
1686,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Gushi,43.65225817681606,-79.40488372625506,Japanese Restaurant
1687,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Nom Nom Nom Poutine & Crêpes,43.65211105018779,-79.40478604370892,Poutine Place
1688,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Toronto Western Hospital,43.653434315845686,-79.40607359183444,Hospital
1689,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,金城超級市場 Lucky Moose Food Mart,43.65365148008927,-79.39441339304379,Grocery Store
1690,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Alexandra Park,43.650582680667924,-79.40453778486872,Park
1691,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Hotel Ocho,43.64999979421253,-79.39660870907747,Hotel Bar
1692,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Big Trouble Pizza,43.651346999999994,-79.39702,Pizza Place
1693,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Kensington College Backpackers Hostel,43.65683749268775,-79.40320279537319,Bed & Breakfast
1694,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Tim Hortons,43.65330291250171,-79.4054567813873,Coffee Shop
1695,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Booster Juice,43.65365721,-79.40613631,Smoothie Shop
1696,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,KOS,43.65502568322186,-79.40335800214416,Breakfast Spot
1697,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Shoppers Drug Mart,43.653702,-79.406093,Pharmacy
1698,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,Pho Tien,43.652831625013704,-79.40624186404881,Vietnamese Restaurant
1699,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,The Supermarket,43.656679898773774,-79.40295434688701,Bar
1700,"Kensington Market, Chinatown, Grange Park",43.6532057,-79.4000493,House of Jaffle,43.65205311532369,-79.40486669540404,Snack Place
1701,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",43.8152522,-79.2845772,McNicoll & Brimley,43.815460842842725,-79.28171615206458,Intersection
1702,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",43.8152522,-79.2845772,Queen Pastisserie,43.815492,-79.289715,Bakery
1703,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",43.8152522,-79.2845772,Port Royal Park,43.815477,-79.289773,Park
1704,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",43.8152522,-79.2845772,Milliken Public School Playground,43.815382829844296,-79.28986732421741,Playground
1705,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,LCBO,43.686990631074885,-79.39923810519545,Liquor Store
1706,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,The Market By Longo’s,43.686710999999995,-79.399536,Supermarket
1707,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Daeco Sushi,43.68783769992881,-79.39565249242682,Sushi Restaurant
1708,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Mary Be Kitchen,43.687708,-79.395062,Restaurant
1709,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Union Social Eatery,43.687895222057065,-79.39491559605743,American Restaurant
1710,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Tim Hortons,43.687682,-79.39684,Coffee Shop
1711,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Fionn MacCool's,43.68792137317272,-79.39478325313543,Pub
1712,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Starbucks,43.686756,-79.398292,Coffee Shop
1713,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Sprout,43.68799560913353,-79.39465149552744,Vietnamese Restaurant
1714,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Popeyes Louisiana Kitchen,43.6893,-79.395302,Fried Chicken Joint
1715,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Pizzaiolo,43.68799051263145,-79.39463424218918,Pizza Place
1716,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,RBC Royal Bank,43.68805843886538,-79.39447781672222,Bank
1717,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,TTC Stop #,43.6858256,-79.40498099,Light Rail Station
1718,"Summerhill West, Rathnelly, South Hill, Forest Hill SE, Deer Park",43.68641229999999,-79.4000493,Kiva's,43.687983764255456,-79.39471505267664,Bagel Shop
1719,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Billy Bishop Toronto City Airport (YTZ) (Billy Bishop Toronto City Airport),43.63168259661481,-79.39603341246891,Airport
1720,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Porter Lounge,43.63068,-79.395756,Airport Lounge
1721,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Toronto Harbour,43.633045495948274,-79.39648421332332,Harbor / Marina
1722,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Billy Bishop Café,43.63113165872725,-79.39613873448842,Airport Food Court
1723,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Gate 8,43.63153617968722,-79.39456989797381,Airport Gate
1724,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Balzac’s Coffee Roasters,43.631392,-79.39595200000001,Coffee Shop
1725,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Market@416,43.631653,-79.39451,Bar
1726,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Crew Room,43.631359935983504,-79.39610738952824,Airport Lounge
1727,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Porter Airlines Flight,43.631733612403565,-79.39458203868975,Plane
1728,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Want Passport,43.63148266310702,-79.39607739313685,Boutique
1729,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Hertz,43.632,-79.39622299999999,Rental Car Location
1730,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Porter FBO Limited,43.630717162940016,-79.3986976146698,Airport Terminal
1731,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,HeliTours,43.63070559837703,-79.39876017431267,Airport Service
1732,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,ORNGE - Toronto Air Base,43.63166229946015,-79.39816647981401,Airport Service
1733,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Edward Hanlan Statue,43.62772066806761,-79.38927421473466,Sculpture Garden
1734,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",43.6289467,-79.3944199,Hanlan's Point Ferry,43.62781263197712,-79.38910853273904,Boat or Ferry
1735,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,LCBO,43.602280827687856,-79.4993016827402,Liquor Store
1736,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,New Toronto Fish & Chips,43.60184940532482,-79.50328125758809,Restaurant
1737,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,Domino's Pizza,43.60158294371704,-79.50090463107409,Pizza Place
1738,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,Delicia Bakery & Pastry,43.601402988357286,-79.50301234678949,Bakery
1739,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,Lucky Dice Restaurant,43.60139213573488,-79.50305626141281,Café
1740,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,Popeyes Louisiana Kitchen,43.6020694028516,-79.49940016778937,Fried Chicken Joint
1741,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,McDonald's,43.60246404619247,-79.49885909892578,Fast Food Restaurant
1742,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,Maple Leaf House,43.602039568126486,-79.49867786252555,American Restaurant
1743,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,Shoppers Drug Mart,43.601677,-79.502239,Pharmacy
1744,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,Coffee Time,43.6022843976276,-79.4998572447178,Coffee Shop
1745,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,Sense Appeal,43.601729,-79.501063,Café
1746,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,Crossfit Colosseum,43.604815756762726,-79.50702399614444,Gym
1747,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,Big Guy's Little Coffee Shop,43.60135897342197,-79.50247984584817,Coffee Shop
1748,"New Toronto, Mimico South, Humber Bay Shores",43.6056466,-79.50132070000002,Hex-Mex,43.60126068149633,-79.50228440295261,Mexican Restaurant
1749,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,Shoppers Drug Mart,43.741685,-79.584487,Pharmacy
1750,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,Subway,43.74264512142215,-79.58964323010723,Sandwich Place
1751,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,Popeyes Louisiana Kitchen,43.741201655093775,-79.58454469276012,Fried Chicken Joint
1752,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,The Beer Store,43.7416936,-79.5843728,Beer Store
1753,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,Sheriff's No Frills,43.741696000000005,-79.584379,Grocery Store
1754,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,Sunny Foodmart,43.74184023292111,-79.59056069637506,Grocery Store
1755,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,Pizza Pizza,43.74156896801907,-79.58448886871338,Pizza Place
1756,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,McDonald's,43.7417571,-79.5842303,Fast Food Restaurant
1757,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,Pizza Nova,43.736760562438526,-79.58981659031261,Pizza Place
1758,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7394164,-79.5884369,LCBO,43.741507521946716,-79.58450113981092,Liquor Store
1759,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,Mr Congee Chinese Cuisine 龍粥記,43.798878792587615,-79.31833450115371,Chinese Restaurant
1760,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,Price Chopper,43.79944496930498,-79.3185634598668,Grocery Store
1761,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,RBC Royal Bank,43.798235996624136,-79.31795225759826,Bank
1762,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,Subway,43.79867122318589,-79.31847549171897,Sandwich Place
1763,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,KFC,43.798938401318395,-79.31885368338148,Fast Food Restaurant
1764,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,Shoppers Drug Mart,43.799966,-79.317985,Pharmacy
1765,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,Tim Hortons,43.799101799999995,-79.3187148,Coffee Shop
1766,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,Pizza Pizza,43.79790927666096,-79.31811332702635,Pizza Place
1767,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,McDonald's,43.79824882031983,-79.31816666829309,Fast Food Restaurant
1768,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,Eggsmart,43.796375,-79.31868100000001,Breakfast Spot
1769,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,Fit4Less,43.798394,-79.318453,Gym
1770,"Steeles West, L'Amoreaux West",43.79952520000001,-79.3183887,Nantha's Bakery,43.79643013115189,-79.31915079943829,Indian Restaurant
1771,Rosedale,43.6795626,-79.37752940000001,Rosedale Park,43.682328202278136,-79.37893434347683,Playground
1772,Rosedale,43.6795626,-79.37752940000001,Whitney Park,43.68203573063682,-79.37378835021306,Park
1773,Rosedale,43.6795626,-79.37752940000001,Alex Murray Parkette,43.67830024047896,-79.38277328698108,Park
1774,Rosedale,43.6795626,-79.37752940000001,Milkman's Lane,43.67635206801555,-79.37384239440172,Trail
1775,Stn A PO Boxes,43.6464352,-79.37484599999998,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
1776,Stn A PO Boxes,43.6464352,-79.37484599999998,The Keg Steakhouse + Bar - Esplanade,43.64671207408792,-79.3747676163912,Restaurant
1777,Stn A PO Boxes,43.6464352,-79.37484599999998,Fresh On Front,43.64781466405137,-79.37445276186271,Vegetarian / Vegan Restaurant
1778,Stn A PO Boxes,43.6464352,-79.37484599999998,Berczy Park,43.64804835388851,-79.3751722909452,Park
1779,Stn A PO Boxes,43.6464352,-79.37484599999998,Sukhothai,43.6484871024991,-79.37454735245633,Thai Restaurant
1780,Stn A PO Boxes,43.6464352,-79.37484599999998,Dog Fountain,43.64799795147864,-79.37536096948996,Fountain
1781,Stn A PO Boxes,43.6464352,-79.37484599999998,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
1782,Stn A PO Boxes,43.6464352,-79.37484599999998,Goose Island Brewhouse,43.64732926809359,-79.37354117631912,Beer Bar
1783,Stn A PO Boxes,43.6464352,-79.37484599999998,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
1784,Stn A PO Boxes,43.6464352,-79.37484599999998,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
1785,Stn A PO Boxes,43.6464352,-79.37484599999998,The Reservoir Lounge,43.64851659851552,-79.37455623391587,Jazz Club
1786,Stn A PO Boxes,43.6464352,-79.37484599999998,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
1787,Stn A PO Boxes,43.6464352,-79.37484599999998,Biff's Bistro,43.64708482512509,-79.37634231908494,French Restaurant
1788,Stn A PO Boxes,43.6464352,-79.37484599999998,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627526,Farmers Market
1789,Stn A PO Boxes,43.6464352,-79.37484599999998,St. Lawrence Market (North Building),43.648792901617185,-79.37194535820687,Farmers Market
1790,Stn A PO Boxes,43.6464352,-79.37484599999998,C'est What,43.64842583928428,-79.37343925237657,Beer Bar
1791,Stn A PO Boxes,43.6464352,-79.37484599999998,Stonemill Bread,43.64866822154209,-79.37160962302049,Bakery
1792,Stn A PO Boxes,43.6464352,-79.37484599999998,Loaded Pierogi,43.647965,-79.373427,Comfort Food Restaurant
1793,Stn A PO Boxes,43.6464352,-79.37484599999998,Mos Mos Coffee,43.64815919753501,-79.37874450467257,Café
1794,Stn A PO Boxes,43.6464352,-79.37484599999998,Meridian Hall,43.6462921242056,-79.37602179505663,Concert Hall
1795,Stn A PO Boxes,43.6464352,-79.37484599999998,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
1796,Stn A PO Boxes,43.6464352,-79.37484599999998,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
1797,Stn A PO Boxes,43.6464352,-79.37484599999998,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363919,Pub
1798,Stn A PO Boxes,43.6464352,-79.37484599999998,The Works Gourmet Burger Bistro,43.648742,-79.374142,Restaurant
1799,Stn A PO Boxes,43.6464352,-79.37484599999998,Market Street Catch,43.648501423964824,-79.3718080237409,Seafood Restaurant
1800,Stn A PO Boxes,43.6464352,-79.37484599999998,Scheffler's Deli,43.64864335351609,-79.37153681663685,Cheese Shop
1801,Stn A PO Boxes,43.6464352,-79.37484599999998,Winners,43.6477479,-79.3745508,Department Store
1802,Stn A PO Boxes,43.6464352,-79.37484599999998,Aveda Institute Toronto,43.650096409555616,-79.37362952211767,Cosmetics Shop
1803,Stn A PO Boxes,43.6464352,-79.37484599999998,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
1804,Stn A PO Boxes,43.6464352,-79.37484599999998,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
1805,Stn A PO Boxes,43.6464352,-79.37484599999998,The Omni King Edward Hotel,43.649190516019104,-79.37600612640388,Hotel
1806,Stn A PO Boxes,43.6464352,-79.37484599999998,Seafront Fish Market,43.648478534106395,-79.37148942972523,Fish Market
1807,Stn A PO Boxes,43.6464352,-79.37484599999998,Crepe It Up!,43.64873614340388,-79.3716230674848,Creperie
1808,Stn A PO Boxes,43.6464352,-79.37484599999998,Balzac's Coffee,43.64845650131932,-79.37178993724406,Café
1809,Stn A PO Boxes,43.6464352,-79.37484599999998,Everyday Gourmet (Teas & Coffees),43.64875714757637,-79.37164539765817,Coffee Shop
1810,Stn A PO Boxes,43.6464352,-79.37484599999998,Carisma,43.64961671774304,-79.3754337751762,Italian Restaurant
1811,Stn A PO Boxes,43.6464352,-79.37484599999998,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
1812,Stn A PO Boxes,43.6464352,-79.37484599999998,Carousel Bakery,43.6487072781773,-79.37158005127563,Bakery
1813,Stn A PO Boxes,43.6464352,-79.37484599999998,Eggspectation,43.646526,-79.375134,Breakfast Spot
1814,Stn A PO Boxes,43.6464352,-79.37484599999998,Scotiabank Arena,43.643446175351066,-79.37903988889991,Basketball Stadium
1815,Stn A PO Boxes,43.6464352,-79.37484599999998,Equinox Bay Street,43.648099740348556,-79.37998869411527,Gym
1816,Stn A PO Boxes,43.6464352,-79.37484599999998,Olympic Cheese,43.64870154739154,-79.37154069441475,Cheese Shop
1817,Stn A PO Boxes,43.6464352,-79.37484599999998,Café Plenty,43.64911793545771,-79.37831288380438,Café
1818,Stn A PO Boxes,43.6464352,-79.37484599999998,LCBO,43.64294379917172,-79.37243989044406,Liquor Store
1819,Stn A PO Boxes,43.6464352,-79.37484599999998,FARMR Eatery & Catering,43.64841986337509,-79.37027379521088,Bistro
1820,Stn A PO Boxes,43.6464352,-79.37484599999998,Woods Restaurant & Bar,43.6493568159853,-79.37500248445933,Molecular Gastronomy Restaurant
1821,Stn A PO Boxes,43.6464352,-79.37484599999998,St. Urbain Bagel,43.64861083503254,-79.37149723554923,Bagel Shop
1822,Stn A PO Boxes,43.6464352,-79.37484599999998,Pilot Coffee Roasters,43.645018144646976,-79.38041509311991,Coffee Shop
1823,Stn A PO Boxes,43.6464352,-79.37484599999998,St James Anglican Cathedral,43.650109744784004,-79.37429172248066,Church
1824,Stn A PO Boxes,43.6464352,-79.37484599999998,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957465,-79.37759759701125,Hotel
1825,Stn A PO Boxes,43.6464352,-79.37484599999998,One King West Hotel & Residence,43.649139500000004,-79.3778763,Hotel
1826,Stn A PO Boxes,43.6464352,-79.37484599999998,Olly Fresco's,43.64691223190928,-79.37959661696462,Deli / Bodega
1827,Stn A PO Boxes,43.6464352,-79.37484599999998,Craft Beer Market,43.649872278912106,-79.37839828995996,Beer Bar
1828,Stn A PO Boxes,43.6464352,-79.37484599999998,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
1829,Stn A PO Boxes,43.6464352,-79.37484599999998,Bikram Yoga Centre,43.649214003382866,-79.37522894013361,Yoga Studio
1830,Stn A PO Boxes,43.6464352,-79.37484599999998,Starbucks,43.648738309887705,-79.37251925468443,Coffee Shop
1831,Stn A PO Boxes,43.6464352,-79.37484599999998,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
1832,Stn A PO Boxes,43.6464352,-79.37484599999998,The Poké Box,43.650469315031785,-79.37631703952829,Poke Place
1833,Stn A PO Boxes,43.6464352,-79.37484599999998,Petit Four Bakery,43.64774369258709,-79.379588142506,Sandwich Place
1834,Stn A PO Boxes,43.6464352,-79.37484599999998,Anton Kozlik's mustard,43.64875242328643,-79.37148453951066,Gourmet Shop
1835,Stn A PO Boxes,43.6464352,-79.37484599999998,The Old Spaghetti Factory,43.64696445846655,-79.37440258334287,Italian Restaurant
1836,Stn A PO Boxes,43.6464352,-79.37484599999998,NAMI,43.65085336178512,-79.37588746641697,Japanese Restaurant
1837,Stn A PO Boxes,43.6464352,-79.37484599999998,The Optic Zone,43.649729898318576,-79.37170156814574,Optical Shop
1838,Stn A PO Boxes,43.6464352,-79.37484599999998,Victoria's Restaurant,43.64929834396347,-79.37643067251868,Restaurant
1839,Stn A PO Boxes,43.6464352,-79.37484599999998,Spirit of Hockey,43.647046922242176,-79.37753727586353,Sporting Goods Shop
1840,Stn A PO Boxes,43.6464352,-79.37484599999998,Dineen @CommerceCourt,43.64825054336556,-79.38012728220869,Coffee Shop
1841,Stn A PO Boxes,43.6464352,-79.37484599999998,Starbucks,43.647261,-79.378599,Coffee Shop
1842,Stn A PO Boxes,43.6464352,-79.37484599999998,Design Exchange,43.64797219581623,-79.38010382588463,Art Gallery
1843,Stn A PO Boxes,43.6464352,-79.37484599999998,GoodLife Fitness Toronto Street Women's Only,43.6504,-79.3767,Gym
1844,Stn A PO Boxes,43.6464352,-79.37484599999998,Over Easy,43.648077042043454,-79.37759871575396,Breakfast Spot
1845,Stn A PO Boxes,43.6464352,-79.37484599999998,Starbucks,43.649328000000004,-79.378339,Coffee Shop
1846,Stn A PO Boxes,43.6464352,-79.37484599999998,St. Lawrence Antique Market,43.649614648758735,-79.37174739343294,Antique Shop
1847,Stn A PO Boxes,43.6464352,-79.37484599999998,Paddington's Pump,43.649035,-79.371899,Diner
1848,Stn A PO Boxes,43.6464352,-79.37484599999998,Buster's Sea Cove,43.647774105842885,-79.37918080262172,Seafood Restaurant
1849,Stn A PO Boxes,43.6464352,-79.37484599999998,Sam James Coffee Bar (SJCB),43.65031871629752,-79.37621650642859,Coffee Shop
1850,Stn A PO Boxes,43.6464352,-79.37484599999998,Imagine Cinemas Market Square,43.64964574271604,-79.37244562498488,Movie Theater
1851,Stn A PO Boxes,43.6464352,-79.37484599999998,European Delight,43.648709767817074,-79.37154525652817,Eastern European Restaurant
1852,Stn A PO Boxes,43.6464352,-79.37484599999998,Starbucks,43.650159,-79.37779300000001,Coffee Shop
1853,Stn A PO Boxes,43.6464352,-79.37484599999998,Brookfield Place,43.64679064120303,-79.37876938530563,Shopping Mall
1854,Stn A PO Boxes,43.6464352,-79.37484599999998,Tim Hortons,43.64625596752465,-79.37957346439356,Coffee Shop
1855,Stn A PO Boxes,43.6464352,-79.37484599999998,Shoppers Drug Mart,43.647141,-79.370898,Pharmacy
1856,Stn A PO Boxes,43.6464352,-79.37484599999998,Mirto,43.650702,-79.376307,Italian Restaurant
1857,Stn A PO Boxes,43.6464352,-79.37484599999998,Tim Hortons,43.647761200000005,-79.3704963,Coffee Shop
1858,Stn A PO Boxes,43.6464352,-79.37484599999998,St. James Park,43.650424800230894,-79.37231097020509,Park
1859,Stn A PO Boxes,43.6464352,-79.37484599999998,Metropolitan Resto Bar,43.65006166044847,-79.3771814107564,Italian Restaurant
1860,Stn A PO Boxes,43.6464352,-79.37484599999998,iQ Food Co,43.647481686032314,-79.37910417362639,Fast Food Restaurant
1861,Stn A PO Boxes,43.6464352,-79.37484599999998,Loblaws,43.645427000000005,-79.369789,Grocery Store
